Sentence,Sentiment,Cleaned_Sentence
@USAirways horrible cust service exp at DIA today. Wife waited 3 hrs on the plane b/f flight 695 was Cancelled Flightled. Still waiting for bags.,negative,horrible cust service exp at dia today wife waited 3 hrs on the plane bf flight 695 was cancelled flightled still waiting for bags
"@united has not responded to my various requests for contact numbers, does anyone know the UK customer service number for #UnitedAirlines",negative,has not responded to my various requests for contact numbers does anyone know the uk customer service number for unitedairlines
"@USAirways My flight was delayed and rerouted, and not so much as a ""sorry for your inconvenience"" from the check-in agent? #notimpressed",negative,my flight was delayed and rerouted and not so much as a sorry for your inconvenience from the checkin agent notimpressed
"@united you've been officially displaced by @DeltaAssist for better flight experience, pleasant cabin crew and timeliness. UA 1m switching!",negative,youve been officially displaced by for better flight experience pleasant cabin crew and timeliness ua 1m switching
@JetBlue with 3 kids and 11 days 340 + doesn't work and it's months in advance,neutral,with 3 kids and 11 days 340 doesnt work and its months in advance
@AmericanAir not anymore.,negative,not anymore
"@AmericanAir AA1675 now that the airplane has been sitting here for over 24 hrs,there are mechanical problems.BTW,the AA desk is unorganized",negative,aa1675 now that the airplane has been sitting here for over 24 hrsthere are mechanical problemsbtwthe aa desk is unorganized
"@SouthwestAir sure,I'll send a message now!",neutral,sureill send a message now
@VirginAmerica wow this just blew my mind,positive,wow this just blew my mind
@united or us air: http://t.co/Eis9hcNPrO,neutral,or us air
@AmericanAir Funny you should say that. I have been monitoring since January 1st. No change in availability. #fakeawards #LUVisbetter,negative,funny you should say that i have been monitoring since january 1st no change in availability fakeawards luvisbetter
@USAirways how do I find an email address regarding reativation of dividend miles. Nothing on website,negative,how do i find an email address regarding reativation of dividend miles nothing on website
"@united Okay, thank you for your help :)",positive,okay thank you for your help
@united switched to fly united from delta for the past two trips and was very disappointed. Now my UA4646 on 2/23 is delayed by 3 hours!!,negative,switched to fly united from delta for the past two trips and was very disappointed now my ua4646 on 223 is delayed by 3 hours
Welp. “@JetBlue: Our fleet's on fleek. http://t.co/kwUEk1uKbC”,neutral,welp our fleets on fleek
@united we were able to get on the moon flight! Just got to our hotel in Puerto Rico! Thank you!,positive,we were able to get on the moon flight just got to our hotel in puerto rico thank you
@AmericanAir what are the odds my bag was picked up by someone not me while in another country? Because it says it hasn't been located yet.,negative,what are the odds my bag was picked up by someone not me while in another country because it says it hasnt been located yet
"@united customer service is atrocious! You have disrupted my travel plans, you have lost my luggage and it is impossible to TALK TO A HUMAN",negative,customer service is atrocious you have disrupted my travel plans you have lost my luggage and it is impossible to talk to a human
@USAirways Was just on hold with you all for TWO HOURS and then got hung up on. oh my god.,negative,was just on hold with you all for two hours and then got hung up on oh my god
@united is it possible to add a Known Traveler Number to my ticket after Flight Booking Problems?,neutral,is it possible to add a known traveler number to my ticket after flight booking problems
@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.,negative,you have failed so uncontrollably today that its beyond repair im beyond livid with your absolute disregard to operations
@USAirways 4 hrs and counting today alone... like I don't have other things to accomplish today than to just keep holding!!!,negative,4 hrs and counting today alone like i dont have other things to accomplish today than to just keep holding
@JetBlue I believe that the website said I could receive credit for upcoming flights since I Cancelled Flighted my last one. Is this true?,neutral,i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one is this true
@SouthwestAir ugh kicking myself for missing out on #destinationdragons. I need some @Imaginedragons back in my life  http://t.co/sbEhi46bMk,neutral,ugh kicking myself for missing out on destinationdragons i need some back in my life
"@USAirways now I am on flight to FLL, and told to take a train back to PBI to get my car. There are no trains to PBI!",negative,now i am on flight to fll and told to take a train back to pbi to get my car there are no trains to pbi
@VirginAmerica save some for 871 tomorrow AM!,neutral,save some for 871 tomorrow am
@united Do you have Bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week.,neutral,do you have bereavement discount on airfare as my grandfather just passed and need to attend his funeral this week
@usairways  my flight has been Cancelled Flightled. On hold for 2+ hrs to reschedule. Need help now.  Taking way too long http://t.co/NeHnsDCkTY,negative,my flight has been cancelled flightled on hold for 2 hrs to reschedule need help now taking way too long
"@USAirways #Overbooked SXM-CLT delayed deplaning extra passengers. #missedconnection #forcedovernight #CLT, no lodging/food. Disappointed.",negative,overbooked sxmclt delayed deplaning extra passengers missedconnection forcedovernight clt no lodgingfood disappointed
@AmericanAir  2 hours to be answered on a call?,neutral,2 hours to be answered on a call
@AmericanAir been rebooked for tomorrow. You failed to put me on DL flight today despite my asking and available seat. DL still available,negative,been rebooked for tomorrow you failed to put me on dl flight today despite my asking and available seat dl still available
"@united right as we think we will take off, we stop to get de-iced. Why wasn't this done when the planes were sitting out all night?",negative,right as we think we will take off we stop to get deiced why wasnt this done when the planes were sitting out all night
@JetBlue - trying to fly from BOS to JFK. Flight delayed. Traveling with kids. Book a hotel or are we getting out tonight?,negative,trying to fly from bos to jfk flight delayed traveling with kids book a hotel or are we getting out tonight
@AmericanAir yeah and what are they gunna? Nothing your whole organization is a joke,negative,yeah and what are they gunna nothing your whole organization is a joke
@JetBlue Awesome! #bestairlineever,positive,awesome bestairlineever
"@united wanted to, but you Cancelled Flightled my tickets.... They were too special i guess even for united.",negative,wanted to but you cancelled flightled my tickets they were too special i guess even for united
@SouthwestAir I sent you my conf number yesterday.,negative,i sent you my conf number yesterday
@united another week has passed and I hoped that I would have had a response by now,negative,another week has passed and i hoped that i would have had a response by now
@USAirways just hit 4hrs.  what is typical wait time right now? should i drive 2h30m to the airport service desk?,negative,just hit 4hrs what is typical wait time right now should i drive 2h30m to the airport service desk
@JetBlue Your scheduling skills failed. The delay went from four hours to nearly six. Don't tell me you were snowbound in PBI.,negative,your scheduling skills failed the delay went from four hours to nearly six dont tell me you were snowbound in pbi
@SouthwestAir I've DM'd you. Thanks!,positive,ive dmd you thanks
@united all day travel. #swag #ijustwanttosleep,neutral,all day travel swag ijustwanttosleep
@SouthwestAir but when do I get my gin &amp; tonic !?!?,negative,but when do i get my gin amp tonic
@JetBlue I'm trying to add my 2012 flights to my Badges account but i don't see an option. Help plz?,negative,im trying to add my 2012 flights to my badges account but i dont see an option help plz
@SouthwestAir yes please!,positive,yes please
@JetBlue not one of my four flights this trip has been on time. What the he'll is your companies problem?,negative,not one of my four flights this trip has been on time what the hell is your companies problem
@SouthwestAir we've now lost a whole day of our honeymoon... Very disappointed and frustrated with everything.,negative,weve now lost a whole day of our honeymoon very disappointed and frustrated with everything
"@SouthwestAir Loved one's flight ATL to IND Cancelled Flightled due to ""ice in Indy"". Sitting here in Indy, it is bone dry. Tomorrow 4-6"" of snow.",negative,loved ones flight atl to ind cancelled flightled due to ice in indy sitting here in indy it is bone dry tomorrow 46 of snow
@AmericanAir dmed back,neutral,dmed back
@AmericanAir YOU FUCKING SUCK,negative,you fucking suck
"@JetBlue Rats, that's a bummer!",negative,rats thats a bummer
@AmericanAir any delays on tonight's flight from DFW to SAT? I have family members on board.,neutral,any delays on tonights flight from dfw to sat i have family members on board
@united just sent - thank you!,positive,just sent thank you
@AmericanAir Not necessary.  I am confident the excellent in-flight staff will make the appropriate report.,positive,not necessary i am confident the excellent inflight staff will make the appropriate report
"@AmericanAir  They said it works 80-90% of the time, DFW security entrance C26. Before/after pre-check, whereas I paid for the service.",neutral,they said it works 8090 of the time dfw security entrance c26 beforeafter precheck whereas i paid for the service
"@united thanks, just sent :)",positive,thanks just sent
@JetBlue here you go... Your napkins pretty much say it all! http://t.co/OxY1Jnpjm3,positive,here you go your napkins pretty much say it all
"@united surprise me.  Otherwise, the flight is over and I don't have a good feeling about your airline.",negative,surprise me otherwise the flight is over and i dont have a good feeling about your airline
@SouthwestAir grouchy about this flight 636 #complimentarybeveragesneeded,negative,grouchy about this flight 636 complimentarybeveragesneeded
@AmericanAir I have to miss a whole days worth of work tomorrow but I'm suree you guys don't care,negative,i have to miss a whole days worth of work tomorrow but im suree you guys dont care
@SouthwestAir some woman gets on plane and holds 2 seats in the bulkhead for her friends with C boarding passes. I paid $ earlybird thx,negative,some woman gets on plane and holds 2 seats in the bulkhead for her friends with c boarding passes i paid earlybird thx
@SouthwestAir We have been stuck in SJU for several hours and no one is answering here. Really tough to LUV SW. No response is bad.,negative,we have been stuck in sju for several hours and no one is answering here really tough to luv sw no response is bad
@JetBlue Has D.C. Thinking About Summer With New Nantucket Service - Broadway World http://t.co/dS22ceeEnj,neutral,has dc thinking about summer with new nantucket service broadway world
"@AmericanAir now I have to wait ""more than 60 minutes""",negative,now i have to wait more than 60 minutes
@VirginAmerica  how are you gonna have a deal from Dallas to DC but no deal from DC to Dallas? #sad,negative,how are you gonna have a deal from dallas to dc but no deal from dc to dallas sad
@USAirways Flight 830 CLT to Phl. I was 1st on list.Someone else got spot. Rude employee in coach. Wouldt give ID. Said he was cute red head,negative,flight 830 clt to phl i was 1st on listsomeone else got spot rude employee in coach wouldt give id said he was cute red head
@USAirways I will NEVER fly us airways or american again and I will share this nightmare of a story to all the many others we know who fly,negative,i will never fly us airways or american again and i will share this nightmare of a story to all the many others we know who fly
@USAirways just realized my @AmericanAir advantage number wasn't used for my flight.  How do I get my ff miles?,neutral,just realized my advantage number wasnt used for my flight how do i get my ff miles
@JetBlue do you have direct flights to and from Bos to St Lucia or Antigua?,neutral,do you have direct flights to and from bos to st lucia or antigua
@USAirways It's not double booked. I spoke with CS and we've got a plan to fix this. It's still an amateur mistake that should never happen.,negative,its not double booked i spoke with cs and weve got a plan to fix this its still an amateur mistake that should never happen
@JetBlue it was booked through work but added upgrade on seat. Need the upgrade receipt.,positive,it was booked through work but added upgrade on seat need the upgrade receipt
@AmericanAir thanks... I finally got through this afternoon.  :),positive,thanks i finally got through this afternoon
@JetBlue on hold for 30 mins placed on hold then hung up on 2nd time in 2 days Only looking for group rates. BOS-SJU 5-12 to 5-19 10 people,negative,on hold for 30 mins placed on hold then hung up on 2nd time in 2 days only looking for group rates bossju 512 to 519 10 people
@united they had record of it being at Denver on the concourse prior to me gettin on the shuttle. I just want to confirm its location,negative,they had record of it being at denver on the concourse prior to me gettin on the shuttle i just want to confirm its location
@SouthwestAir why are yall trying to fly me to Chicago when I don't live there?! Send me home now!!!! Bullshit ass customer service,negative,why are yall trying to fly me to chicago when i dont live there send me home now bullshit ass customer service
"@VirginAmerica, I submitted a status match request a while back and still haven’t heard! I’m flying on Monday. Can you look / accelerate?",negative,i submitted a status match request a while back and still havent heard im flying on monday can you look accelerate
"@united worst agents in US at Ft. Lauderdale Airport; passengers stand in line, getting status alerts &amp; still didn't make an announcement",negative,worst agents in us at ft lauderdale airport passengers stand in line getting status alerts amp still didnt make an announcement
@AmericanAir - 6 months ago best catering out of all domestic airlines. Today. Worst on the planet. And I've flown almost all of them,negative,6 months ago best catering out of all domestic airlines today worst on the planet and ive flown almost all of them
@AmericanAir if you could get the gate crew to help us off FLT 5350 that would be great....,neutral,if you could get the gate crew to help us off flt 5350 that would be great
"@AmericanAir already spoke to that line, unwilling to help - really poor support #hitawall",negative,already spoke to that line unwilling to help really poor support hitawall
@USAirways im on the plane not sure what you mean. We are sitting here. It's just one story of failure after another when I fly you guys,negative,im on the plane not sure what you mean we are sitting here its just one story of failure after another when i fly you guys
@AmericanAir how have you not loaded our luggage on the plane and were OVER an hour delayed? #Flight293,negative,how have you not loaded our luggage on the plane and were over an hour delayed flight293
@AmericanAir I would like to be reimbursed for my shuttle from Denver after #1080 diversion 6+ hours sitting in plane and mech problems,negative,i would like to be reimbursed for my shuttle from denver after 1080 diversion 6 hours sitting in plane and mech problems
@AmericanAir thanks for the great customer service. Family made it back to SAT safely. The weather at DFW made things a little worrisome.,positive,thanks for the great customer service family made it back to sat safely the weather at dfw made things a little worrisome
@united since when did you get so good again!  4 transcontinental flights in 72h.  What a pleasure/relief you were.,positive,since when did you get so good again 4 transcontinental flights in 72h what a pleasurerelief you were
@AmericanAir have been waiting over THREE hours to talk to someone to rebook a flight due to weather. does call back service actually work??,negative,have been waiting over three hours to talk to someone to rebook a flight due to weather does call back service actually work
@USAirways / @AmericanAir are incompetent.,negative,are incompetent
"@AmericanAir if business class if full but 1st class empty, do you guys upgrade EXP members to 1st?",neutral,if business class if full but 1st class empty do you guys upgrade exp members to 1st
@JetBlue  Alright I hope. My JetBlue app is showing a change in my seats and online shows an a320.  Don't want any surprises,neutral,alright i hope my jetblue app is showing a change in my seats and online shows an a320 dont want any surprises
@USAirways I was supposed to be on flight 1861 from Charlotte to RDU @ 8:20pm yesterday. Is the same flight scheduled for departure tonight?,neutral,i was supposed to be on flight 1861 from charlotte to rdu 820pm yesterday is the same flight scheduled for departure tonight
@JetBlue @KyleJudah be responsible for replacing it,negative,be responsible for replacing it
"@usairways yep, sent my bag to Philadelphia instead of Miami...I caught it...then was told my flight changed to tomorrow, wrong again #fail",negative,yep sent my bag to philadelphia instead of miamii caught itthen was told my flight changed to tomorrow wrong again fail
@USAirways you guys lost my luggage,negative,you guys lost my luggage
@SouthwestAir we are 2 mins from departure of 4125 and no announced update nor an update to on time status. Everyone just standing. #comeon,negative,we are 2 mins from departure of 4125 and no announced update nor an update to on time status everyone just standing comeon
"@USAirways US 728 returned to gate to get ""MEL"" sticker. Oh, look. We heard from pilot! No clue what an MEL sticker is. Anyone?",negative,us 728 returned to gate to get mel sticker oh look we heard from pilot no clue what an mel sticker is anyone
@AmericanAir I called reservation at 1 am and I'm still waiting for someone to call me back,negative,i called reservation at 1 am and im still waiting for someone to call me back
@united FLT 3444 delayed because of maintenance - that's fixed but can't board because flight crew didn't stay in boarding area #fail,negative,flt 3444 delayed because of maintenance thats fixed but cant board because flight crew didnt stay in boarding area fail
@SouthwestAir All good... beers and #oscars2015 ar #DIA,positive,all good beers and oscars2015 ar dia
@JetBlue I will. I love flying with you all. Great service.,positive,i will i love flying with you all great service
"@USAirways I appreciate the hard work. Still, I gave up after &gt;hour. @dsearls",negative,i appreciate the hard work still i gave up after gthour
@SouthwestAir is there a resource to check delays/Cancelled Flightlations out of Love Field? Flying out tomorrow am and stressed about weather! ❄️,neutral,is there a resource to check delayscancelled flightlations out of love field flying out tomorrow am and stressed about weather snowflake
@AmericanAir I like the call back system. But thought you'd like to know it's not working well. I received three calls but there's no audio.,negative,i like the call back system but thought youd like to know its not working well i received three calls but theres no audio
@AmericanAir Here you go https://t.co/oM1vIEg74a,neutral,here you go
"@JetBlue not ok to Cancelled Flight flight 1274 tmrw for ""weather"" &amp; to rebook 4 flight the next day when there is flight tmrw night. no compensation?",negative,not ok to cancelled flight flight 1274 tmrw for weather amp to rebook 4 flight the next day when there is flight tmrw night no compensation
@SouthwestAir if you guys fuck this up again  I will never forgive you,negative,if you guys fuck this up again i will never forgive you
@USAirways flight 1735 sitting fully loaded for over an hour. Air conditioning barely working :-(,negative,flight 1735 sitting fully loaded for over an hour air conditioning barely working
@usairways  Thank you for allowing me to spend more money on vacation by buying things I already bought.,negative,thank you for allowing me to spend more money on vacation by buying things i already bought
@VirginAmerica You should still develop an app - then you will be my favorite airline.,neutral,you should still develop an app then you will be my favorite airline
@SouthwestAir frustrating indeed especially when no one knows what the issue is....,negative,frustrating indeed especially when no one knows what the issue is
@SouthwestAir weather bc of system outage. Hopefully everything goes smoothly now. Thank you for follow up,positive,weather bc of system outage hopefully everything goes smoothly now thank you for follow up
@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,positive,thanks to the gent on the phone who fixed my bosmco flight and the fee waiver a320 now flyfi i forget her name
@USAirways please hogs my next flight for me! I'm waiting on a bus to get me off one plane so I can run to the other. It leaves in two min!,negative,please hogs my next flight for me im waiting on a bus to get me off one plane so i can run to the other it leaves in two min
"@JetBlue Love you, bae. #JetBae",positive,love you bae jetbae
@AmericanAir You are having phone issues.  Please fix it!!!!,negative,you are having phone issues please fix it
@JetBlue figured but delay is listed at almost 2 hrs. Thanks for being great! Cheers,negative,figured but delay is listed at almost 2 hrs thanks for being great cheers
@SouthwestAir Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,neutral,please bring back rdu to fll direct route i noticed it is missing starting in late flight august the flights are always packed
@united we still need help. Hung up on twice. Customer service rep said there is no way to help between the gate rep and phone rep.,negative,we still need help hung up on twice customer service rep said there is no way to help between the gate rep and phone rep
"@SouthwestAir @travelportland welcome to Portland. Sun, Mt hood and Southwest. http://t.co/y3SAHVX3Zk",neutral,welcome to portland sun mt hood and southwest
@AmericanAir great job TYR ground crew...now let's get this bird outta here!!!  Tell flight 3200 to wait on me...be there in 45 mikes!,positive,great job tyr ground crewnow lets get this bird outta here tell flight 3200 to wait on mebe there in 45 mikes
@USAirways why are you letting us go to the runway if there are mechanical problems. #wewantcomps,negative,why are you letting us go to the runway if there are mechanical problems wewantcomps
@USAirways then drop your fee! $150 ($300RT!!!!) makes no sense; most EU airlines charge $0. @AirCanada charges a reasonable $50.,negative,then drop your fee 150 300rt makes no sense most eu airlines charge 0 charges a reasonable 50
@united every time I check a bag with your airline I'm confident I will be wearing the same clothes for 3 days.  Please prove me wrong.,negative,every time i check a bag with your airline im confident i will be wearing the same clothes for 3 days please prove me wrong
@JetBlue works with Google #chrome but not Internet Explorer.,neutral,works with google chrome but not internet explorer
"@SouthwestAir Denver to Phoenix, I think we're finally getting ready to take off.",neutral,denver to phoenix i think were finally getting ready to take off
@JetBlue Airways Hits New 12-Month High at $17.58 (JBLU) - WKRB News http://t.co/XvBjCzlMDA,neutral,airways hits new 12month high at 1758 jblu wkrb news
"@JetBlue @_justdippin_ drops a new video off the upcoming project #TheTakeover, produced by YpOnTheBeat https://t.co/IKQBdZA7TN RT",neutral,drops a new video off the upcoming project thetakeover produced by yponthebeat rt
"@AmericanAir @karabuxthomps Yeah, I have a lot of questions, number one: how dare you",negative,yeah i have a lot of questions number one how dare you
@USAirways 1899. Thanks,positive,1899 thanks
@SouthwestAir still there? I was posted up in Downtown waiting for y'all. On my way!,neutral,still there i was posted up in downtown waiting for yall on my way
@JetBlue seriously?? What is going on?! http://t.co/mTHM9waObu,negative,seriously what is going on
@united how do you go fr Silver Elite for two straight years to group 5 all the time?  I get no group 2 but maybe 3 or 4?  What's up?,neutral,how do you go fr silver elite for two straight years to group 5 all the time i get no group 2 but maybe 3 or 4 whats up
"@JetBlue every time I look at the flight status, 30 more minutes is added to the delay. How about some points for trouble??",negative,every time i look at the flight status 30 more minutes is added to the delay how about some points for trouble
@AmericanAir weather is unavoidable. Understaffing is controllable,negative,weather is unavoidable understaffing is controllable
@SouthwestAir Sent. Thanks VP!,positive,sent thanks vp
@united I was originally trying to share details but the link Jimmy Samartzis Vice President - Customer Experience sent me expired.,negative,i was originally trying to share details but the link jimmy samartzis vice president customer experience sent me expired
@USAirways please fix your reservations phone system.  The weather/backup could not possibly be bad for 10 days!  #goodgriefpeople,negative,please fix your reservations phone system the weatherbackup could not possibly be bad for 10 days goodgriefpeople
"@AmericanAir @americanairlines #BQONPA flight #1641 delayed from POS-MIA, missed #2214 MIA- ATL need seat on last flight to ATL.",negative,bqonpa flight 1641 delayed from posmia missed 2214 mia atl need seat on last flight to atl
@AmericanAir I fly weekly with you and haven't seen one,negative,i fly weekly with you and havent seen one
"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",negative,gate agent hooked me up with alternate flights if you have a way to prevent the constant issues that would rock
@JetBlue of course I am!!✈️,neutral,of course i am airplane
"@united read the thread. I booked 1st class , now seated at 38E even though United Twtr account confirmed Eco Premium.",negative,read the thread i booked 1st class now seated at 38e even though united twtr account confirmed eco premium
Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever,negative,why doesnt provide a means for dialogue what is the fear that drives this decision worstcustomerserviceever
.@united Not what's been shared by the pilot with passengers!,negative,not whats been shared by the pilot with passengers
@SouthwestAir  the agents werenot helpful told me I would have to pay 2chng even though I Tld them going2 bwi whch is part of trvl advsry,negative,the agents werenot helpful told me i would have to pay 2chng even though i tld them going2 bwi whch is part of trvl advsry
@USAirways JUST LANDED flight 545. Any chance of making flight 5530 Phoenix to AUS,neutral,just landed flight 545 any chance of making flight 5530 phoenix to aus
@SouthwestAir can you tell me why you Cancelled Flightled the flight vs delay,negative,can you tell me why you cancelled flightled the flight vs delay
@AmericanAir guess that's what I get for bragging on you. I fly you by choice unlike others who fly because they don't have other options JS,negative,guess thats what i get for bragging on you i fly you by choice unlike others who fly because they dont have other options js
"@USAirways @marvinatorsb thnk you for response,all flights were full, couldn't get out until tmrw, had to Cancelled Flight and go w/other airline",negative,thnk you for responseall flights were full couldnt get out until tmrw had to cancelled flight and go wother airline
"@USAirways to CLT from JFK nasty planes, dirty seats &amp; floors, rude flight attendants- hopefully AA can get you cleaned up #disgusting #vile",negative,to clt from jfk nasty planes dirty seats amp floors rude flight attendants hopefully aa can get you cleaned up disgusting vile
@United my flight from MCO has been delayed &amp; scheduled to arrive after my connection departs. What options do I have?,negative,my flight from mco has been delayed amp scheduled to arrive after my connection departs what options do i have
@USAirways i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now....,negative,i worked with you and bought my own rental car when you failed to get me to the location i paid to get to and now
@AmericanAir Horrible service @loganairports. Luggage got destroyed on flight and woman at baggage service was so rude. Didn't help at all.,negative,horrible service luggage got destroyed on flight and woman at baggage service was so rude didnt help at all
@SouthwestAir tweet just popped up on my phone with @amin_aur follows. Missing my favorite Southwest pilot and brother.,neutral,tweet just popped up on my phone with follows missing my favorite southwest pilot and brother
"@JetBlue Clients got ZERO, in 32 years career never thought this was possible.2 suitcases worth thousands of $$ in Italian clothing robbed.",negative,clients got zero in 32 years career never thought this was possible2 suitcases worth thousands of in italian clothing robbed
@USAirways 1729 connecting in charlotte to houston. Mechanical issue determined while q'd to take off. And we checked our bags.,negative,1729 connecting in charlotte to houston mechanical issue determined while qd to take off and we checked our bags
"@JetBlue not cool to announce a flight ""delay"" when everyone is checking in. A 4 hour delay bdl-dca with a staff offering  no help.",negative,not cool to announce a flight delay when everyone is checking in a 4 hour delay bdldca with a staff offering no help
@USAirways seriously!!!  Flight Cancelled Flighted. Auto rebooked to Tuesday??? Then 3hr 26min on hold for nothing. Renting car. Want refund!!!!,negative,seriously flight cancelled flighted auto rebooked to tuesday then 3hr 26min on hold for nothing renting car want refund
@USAirways it's not like I'm trying to leave earlier just for fun. I don't want to get stuck in DC if we have bad weather in RDU.,negative,its not like im trying to leave earlier just for fun i dont want to get stuck in dc if we have bad weather in rdu
@AmericanAir well have all day and all the time in the world,positive,well have all day and all the time in the world
@USAirways @americanair I feel sorry for AA,negative,i feel sorry for aa
@SouthwestAir done messed up now!!! I have planned a trip to #CostaRica for pennies!!! #VacaTime ✈️💺,negative,done messed up now i have planned a trip to costarica for pennies vacatime airplane seat
@united   It's too bad UA has had another unforeseeable operational issue on my return flight.,negative,its too bad ua has had another unforeseeable operational issue on my return flight
@SouthwestAir Wasn't able to sit in my seat since the guy next to me was using it. #worstflightever #ideserveareward http://t.co/l7hSnLgie2,negative,wasnt able to sit in my seat since the guy next to me was using it worstflightever ideserveareward
"@AmericanAir Where are your tickets offices in Boston? Impossible to book by phone or use vouchers on website, what a headache. PLEASE HELP!",negative,where are your tickets offices in boston impossible to book by phone or use vouchers on website what a headache please help
@united been sitting on this plane 3:15 unreal. When will my 2+ day nightmare end?,negative,been sitting on this plane 315 unreal when will my 2 day nightmare end
@JetBlue i am here - what is your resolution?,negative,i am here what is your resolution
@united Missed KTM flight due to ur Cancelled Flightlation. Mike supervisor disgusting.  Now day Late Flight. No apology or upgrade offer to LHR from ORD???,negative,missed ktm flight due to ur cancelled flightlation mike supervisor disgusting now day late flight no apology or upgrade offer to lhr from ord
@AmericanAir please email me at temorris2010@hotmail.com. willing to discuss my experience &amp; give another try would like to speak directly,neutral,please email me at temorris2010com willing to discuss my experience amp give another try would like to speak directly
@SouthwestAir All I requested was a refund of my Reward Points that I used to purchase the flight and he refused.,negative,all i requested was a refund of my reward points that i used to purchase the flight and he refused
@JetBlue my email is my twitter handle followed by gmail ☺👍👍,positive,my email is my twitter handle followed by gmail smilingface thumbsup thumbsup
"@JetBlue Great Thank you, lets hope so! Could you please notify me if flight 2302 leaves JFK? Thank you again",positive,great thank you lets hope so could you please notify me if flight 2302 leaves jfk thank you again
@AmericanAir my mom’s flight tomorrow Cancelled Flighted w/ no notice. Phone system said callback in 2 hours and it’s been 4. I need to go to bed!,negative,my moms flight tomorrow cancelled flighted w no notice phone system said callback in 2 hours and its been 4 i need to go to bed
@USAirways I called more than 25 times to redeem mile points and can't get through.  You advertise the miles but make them very hard to use!,negative,i called more than 25 times to redeem mile points and cant get through you advertise the miles but make them very hard to use
@SouthwestAir @SouthwestOliver that's a great FA right there.,positive,thats a great fa right there
@SouthwestAir are ur flight still Cancelled Flight from nashville tn today and tomorrow to Dallas TX? I been waiting on phone to ur office for 40 min.,negative,are ur flight still cancelled flight from nashville tn today and tomorrow to dallas tx i been waiting on phone to ur office for 40 min
@VirginAmerica @ladygaga @carrieunderwood All were entertaining,neutral,all were entertaining
@VirginAmerica I'm trying to check into my 10:50AM CT flight tmm on the desktop website and it's not working (some sort of caching bug) SOS,negative,im trying to check into my 1050am ct flight tmm on the desktop website and its not working some sort of caching bug sos
@AmericanAir what can AA do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable,negative,what can aa do for a load of people about to board their 5th plane of a very long day when the first 4 were unserviceable
@united you friend's flt from ase to Denver is Cancelled Flightled for tomorrow.  Can you help with rebook?,neutral,you friends flt from ase to denver is cancelled flightled for tomorrow can you help with rebook
@usairways app is the worst one for airlines. Can't do anything once your original flight time has gone by. Useless.,negative,app is the worst one for airlines cant do anything once your original flight time has gone by useless
@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,negative,i will never fly with you again i went on vacation this week and you lost my bags both ways now i have no clothes thankyou
@united my bag is a few days Late Flight to me and this is like the 3rd time in the past couple months.  Where my free miles at?!,negative,my bag is a few days late flight to me and this is like the 3rd time in the past couple months where my free miles at
@VirginAmerica had to change to another airline to get to DC today ... Why is @united able to land in DC but not you? Cost me $800 ...ugh,negative,had to change to another airline to get to dc today why is able to land in dc but not you cost me 800 ugh
@USAirways ...Loosing a lot of business by using Barclays. I cant believe that you cant apply for a card if you live in Iowa.,negative,loosing a lot of business by using barclays i cant believe that you cant apply for a card if you live in iowa
"@SouthwestAir WTF, my flight was delayed and then I go to board and my boarding pass has disappeared from the Southwest app!",negative,wtf my flight was delayed and then i go to board and my boarding pass has disappeared from the southwest app
@united Over charged me one way for baggage.find out others leaving Pittsburgh with same equipment weren't charged Just hung up on me!!,negative,over charged me one way for baggagefind out others leaving pittsburgh with same equipment werent charged just hung up on me
@AmericanAir Or u cud answer my ? here! 140 is plenty. Inflight stealing going on right now &amp; FA won't have the uncomfortable convo w pass.,negative,or u cud answer my here 140 is plenty inflight stealing going on right now amp fa wont have the uncomfortable convo w pass
@VirginAmerica can u help this 👸 @FreyaBevan_Fund needs urgent treatment in🇺🇸2y old battling cancer could u help with flights 💗#freyasfund,neutral,can u help this princess needs urgent treatment in unitedstates 2y old battling cancer could u help with flights growingheart freyasfund
@AmericanAir been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating,negative,been calling for over 24hrs now and getting no where but told to call back by the automated system is extremely frustrating
@AmericanAir why is raleigh not on the updated southern states advisory???,negative,why is raleigh not on the updated southern states advisory
"@AmericanAir still no reply to my email sent on 11th February. Even sent an email asking for acknowledgment that's it been recieved, nothing",negative,still no reply to my email sent on 11th february even sent an email asking for acknowledgment thats it been recieved nothing
"@JetBlue Gains Altitude, But SkyWest Hits Turbulence JBLU SKYW - Investor's Business Daily http://t.co/P2HUM7lXUR",neutral,gains altitude but skywest hits turbulence jblu skyw investors business daily
